"Date","Value","Macrobond_Code"
2025-07-01,48,"markit_3y_pmikrmanpm"
2025-08-01,48.3,"markit_3y_pmikrmanpm"
2025-09-01,50.7,"markit_3y_pmikrmanpm"
2025-10-01,49.4,"markit_3y_pmikrmanpm"
2022-12-01,57.8,"markit_3y_pmiinmanpm"
2023-01-01,55.4,"markit_3y_pmiinmanpm"
2023-02-01,55.3,"markit_3y_pmiinmanpm"
2023-03-01,56.4,"markit_3y_pmiinmanpm"
2023-04-01,57.2,"markit_3y_pmiinmanpm"
2023-05-01,58.7,"markit_3y_pmiinmanpm"
2023-06-01,57.8,"markit_3y_pmiinmanpm"
2023-07-01,57.7,"markit_3y_pmiinmanpm"
2023-08-01,58.6,"markit_3y_pmiinmanpm"
2023-09-01,57.5,"markit_3y_pmiinmanpm"
2023-10-01,55.5,"markit_3y_pmiinmanpm"
2023-11-01,56,"markit_3y_pmiinmanpm"
2023-12-01,54.9,"markit_3y_pmiinmanpm"
2024-01-01,56.5,"markit_3y_pmiinmanpm"
2024-02-01,56.9,"markit_3y_pmiinmanpm"
2024-03-01,59.1,"markit_3y_pmiinmanpm"
2024-04-01,58.8,"markit_3y_pmiinmanpm"
2024-05-01,57.5,"markit_3y_pmiinmanpm"
2024-06-01,58.3,"markit_3y_pmiinmanpm"
2024-07-01,58.1,"markit_3y_pmiinmanpm"
2024-08-01,57.5,"markit_3y_pmiinmanpm"
2024-09-01,56.5,"markit_3y_pmiinmanpm"
2024-10-01,57.5,"markit_3y_pmiinmanpm"
2024-11-01,56.5,"markit_3y_pmiinmanpm"
2024-12-01,56.4,"markit_3y_pmiinmanpm"
2025-01-01,57.7,"markit_3y_pmiinmanpm"
2025-02-01,56.3,"markit_3y_pmiinmanpm"
2025-03-01,58.1,"markit_3y_pmiinmanpm"
2025-04-01,58.2,"markit_3y_pmiinmanpm"
2025-05-01,57.6,"markit_3y_pmiinmanpm"
2025-06-01,58.4,"markit_3y_pmiinmanpm"
2025-07-01,59.1,"markit_3y_pmiinmanpm"
2025-08-01,59.3,"markit_3y_pmiinmanpm"
2025-09-01,57.7,"markit_3y_pmiinmanpm"
2025-10-01,59.2,"markit_3y_pmiinmanpm"
2025-11-01,57.4,"markit_3y_pmiinmanpm"
2022-11-01,50.3,"markit_3y_pmiidmanpm"
2022-12-01,50.9,"markit_3y_pmiidmanpm"
2023-01-01,51.3,"markit_3y_pmiidmanpm"
2023-02-01,51.2,"markit_3y_pmiidmanpm"
2023-03-01,51.9,"markit_3y_pmiidmanpm"
2023-04-01,52.7,"markit_3y_pmiidmanpm"
2023-05-01,50.3,"markit_3y_pmiidmanpm"
2023-06-01,52.5,"markit_3y_pmiidmanpm"
2023-07-01,53.3,"markit_3y_pmiidmanpm"
2023-08-01,53.9,"markit_3y_pmiidmanpm"
2023-09-01,52.3,"markit_3y_pmiidmanpm"
2023-10-01,51.5,"markit_3y_pmiidmanpm"
2023-11-01,51.7,"markit_3y_pmiidmanpm"
2023-12-01,52.2,"markit_3y_pmiidmanpm"
2024-01-01,52.9,"markit_3y_pmiidmanpm"
2024-02-01,52.7,"markit_3y_pmiidmanpm"
2024-03-01,54.2,"markit_3y_pmiidmanpm"
2024-04-01,52.9,"markit_3y_pmiidmanpm"
2024-05-01,52.1,"markit_3y_pmiidmanpm"
2024-06-01,50.7,"markit_3y_pmiidmanpm"
2024-07-01,49.3,"markit_3y_pmiidmanpm"
2024-08-01,48.9,"markit_3y_pmiidmanpm"
2024-09-01,49.2,"markit_3y_pmiidmanpm"
2024-10-01,49.2,"markit_3y_pmiidmanpm"
2024-11-01,49.6,"markit_3y_pmiidmanpm"
2024-12-01,51.2,"markit_3y_pmiidmanpm"
2025-01-01,51.9,"markit_3y_pmiidmanpm"
2025-02-01,53.6,"markit_3y_pmiidmanpm"
2025-03-01,52.4,"markit_3y_pmiidmanpm"
2025-04-01,46.7,"markit_3y_pmiidmanpm"
2025-05-01,47.4,"markit_3y_pmiidmanpm"
2025-06-01,46.9,"markit_3y_pmiidmanpm"
2025-07-01,49.2,"markit_3y_pmiidmanpm"
2025-08-01,51.5,"markit_3y_pmiidmanpm"
2025-09-01,50.4,"markit_3y_pmiidmanpm"
2025-10-01,51.2,"markit_3y_pmiidmanpm"
2022-11-01,53.2,"markit_3y_pmirumanpm"
2022-12-01,53,"markit_3y_pmirumanpm"
2023-01-01,52.6,"markit_3y_pmirumanpm"
2023-02-01,53.6,"markit_3y_pmirumanpm"
2023-03-01,53.2,"markit_3y_pmirumanpm"
2023-04-01,52.6,"markit_3y_pmirumanpm"
2023-05-01,53.5,"markit_3y_pmirumanpm"
2023-06-01,52.6,"markit_3y_pmirumanpm"
2023-07-01,52.1,"markit_3y_pmirumanpm"
2023-08-01,52.7,"markit_3y_pmirumanpm"
2023-09-01,54.5,"markit_3y_pmirumanpm"
2023-10-01,53.8,"markit_3y_pmirumanpm"
2023-11-01,53.8,"markit_3y_pmirumanpm"
2023-12-01,54.6,"markit_3y_pmirumanpm"
2024-01-01,52.4,"markit_3y_pmirumanpm"
2024-02-01,54.7,"markit_3y_pmirumanpm"
2024-03-01,55.7,"markit_3y_pmirumanpm"
2024-04-01,54.3,"markit_3y_pmirumanpm"
2024-05-01,54.4,"markit_3y_pmirumanpm"
2024-06-01,54.9,"markit_3y_pmirumanpm"
2024-07-01,53.6,"markit_3y_pmirumanpm"
2024-08-01,52.1,"markit_3y_pmirumanpm"
2024-09-01,49.5,"markit_3y_pmirumanpm"
2024-10-01,50.6,"markit_3y_pmirumanpm"
2024-11-01,51.3,"markit_3y_pmirumanpm"
2024-12-01,50.8,"markit_3y_pmirumanpm"
2025-01-01,53.1,"markit_3y_pmirumanpm"
2025-02-01,50.2,"markit_3y_pmirumanpm"
2025-03-01,48.2,"markit_3y_pmirumanpm"
2025-04-01,49.3,"markit_3y_pmirumanpm"
2025-05-01,50.2,"markit_3y_pmirumanpm"
2025-06-01,47.5,"markit_3y_pmirumanpm"
2025-07-01,47,"markit_3y_pmirumanpm"
2025-08-01,48.7,"markit_3y_pmirumanpm"
2025-09-01,48.2,"markit_3y_pmirumanpm"
2025-10-01,48,"markit_3y_pmirumanpm"
2022-11-01,45.7,"markit_3y_pmitrmanpm"
2022-12-01,48.1,"markit_3y_pmitrmanpm"
2023-01-01,50.1,"markit_3y_pmitrmanpm"
2023-02-01,50.1,"markit_3y_pmitrmanpm"
2023-03-01,50.9,"markit_3y_pmitrmanpm"
2023-04-01,51.5,"markit_3y_pmitrmanpm"
2023-05-01,51.5,"markit_3y_pmitrmanpm"
2023-06-01,51.5,"markit_3y_pmitrmanpm"
2023-07-01,49.9,"markit_3y_pmitrmanpm"
2023-08-01,49,"markit_3y_pmitrmanpm"
2023-09-01,49.6,"markit_3y_pmitrmanpm"
2023-10-01,48.4,"markit_3y_pmitrmanpm"
2023-11-01,47.2,"markit_3y_pmitrmanpm"
2023-12-01,47.4,"markit_3y_pmitrmanpm"
2024-01-01,49.2,"markit_3y_pmitrmanpm"
2024-02-01,50.2,"markit_3y_pmitrmanpm"
2024-03-01,50,"markit_3y_pmitrmanpm"
2024-04-01,49.3,"markit_3y_pmitrmanpm"
2024-05-01,48.4,"markit_3y_pmitrmanpm"
2024-06-01,47.9,"markit_3y_pmitrmanpm"
2024-07-01,47.2,"markit_3y_pmitrmanpm"
2024-08-01,47.8,"markit_3y_pmitrmanpm"
2024-09-01,44.3,"markit_3y_pmitrmanpm"
2024-10-01,45.8,"markit_3y_pmitrmanpm"
2024-11-01,48.3,"markit_3y_pmitrmanpm"
2024-12-01,49.1,"markit_3y_pmitrmanpm"
2025-01-01,48,"markit_3y_pmitrmanpm"
2025-02-01,48.3,"markit_3y_pmitrmanpm"
2025-03-01,47.3,"markit_3y_pmitrmanpm"
2025-04-01,47.3,"markit_3y_pmitrmanpm"
2025-05-01,47.2,"markit_3y_pmitrmanpm"
2025-06-01,46.7,"markit_3y_pmitrmanpm"
2025-07-01,45.9,"markit_3y_pmitrmanpm"
2025-08-01,47.3,"markit_3y_pmitrmanpm"
2025-09-01,46.7,"markit_3y_pmitrmanpm"
2025-10-01,46.5,"markit_3y_pmitrmanpm"
2022-11-01,44.3,"markit_3y_pmibrmanpm"
2022-12-01,44.2,"markit_3y_pmibrmanpm"
2023-01-01,47.5,"markit_3y_pmibrmanpm"
2023-02-01,49.2,"markit_3y_pmibrmanpm"
2023-03-01,47,"markit_3y_pmibrmanpm"
2023-04-01,44.3,"markit_3y_pmibrmanpm"
2023-05-01,47.1,"markit_3y_pmibrmanpm"
2023-06-01,46.6,"markit_3y_pmibrmanpm"
2023-07-01,47.8,"markit_3y_pmibrmanpm"
2023-08-01,50.1,"markit_3y_pmibrmanpm"
2023-09-01,49,"markit_3y_pmibrmanpm"
2023-10-01,48.6,"markit_3y_pmibrmanpm"
2023-11-01,49.4,"markit_3y_pmibrmanpm"
2023-12-01,48.4,"markit_3y_pmibrmanpm"
2024-01-01,52.8,"markit_3y_pmibrmanpm"
2024-02-01,54.1,"markit_3y_pmibrmanpm"
2024-03-01,53.6,"markit_3y_pmibrmanpm"
2024-04-01,55.9,"markit_3y_pmibrmanpm"
2024-05-01,52.1,"markit_3y_pmibrmanpm"
2024-06-01,52.5,"markit_3y_pmibrmanpm"
2024-07-01,54,"markit_3y_pmibrmanpm"
2024-08-01,50.4,"markit_3y_pmibrmanpm"
2024-09-01,53.2,"markit_3y_pmibrmanpm"
2024-10-01,52.9,"markit_3y_pmibrmanpm"
2024-11-01,52.3,"markit_3y_pmibrmanpm"
2024-12-01,50.4,"markit_3y_pmibrmanpm"
2025-01-01,50.7,"markit_3y_pmibrmanpm"
2025-02-01,53,"markit_3y_pmibrmanpm"
2025-03-01,51.8,"markit_3y_pmibrmanpm"
2025-04-01,50.3,"markit_3y_pmibrmanpm"
2025-05-01,49.4,"markit_3y_pmibrmanpm"
2025-06-01,48.3,"markit_3y_pmibrmanpm"
2025-07-01,48.2,"markit_3y_pmibrmanpm"
2025-08-01,47.7,"markit_3y_pmibrmanpm"
2025-09-01,46.5,"markit_3y_pmibrmanpm"
2025-10-01,48.2,"markit_3y_pmibrmanpm"
2022-11-01,50.6,"markit_3y_pmimxmanpm"
2022-12-01,51.3,"markit_3y_pmimxmanpm"
2023-01-01,48.9,"markit_3y_pmimxmanpm"
2023-02-01,51,"markit_3y_pmimxmanpm"
2023-03-01,51,"markit_3y_pmimxmanpm"
2023-04-01,51.1,"markit_3y_pmimxmanpm"
2023-05-01,50.5,"markit_3y_pmimxmanpm"
2023-06-01,50.9,"markit_3y_pmimxmanpm"
2023-07-01,53.2,"markit_3y_pmimxmanpm"
2023-08-01,51.2,"markit_3y_pmimxmanpm"
2023-09-01,49.8,"markit_3y_pmimxmanpm"
2023-10-01,52.1,"markit_3y_pmimxmanpm"
2023-11-01,52.5,"markit_3y_pmimxmanpm"
2023-12-01,52,"markit_3y_pmimxmanpm"
2024-01-01,50.2,"markit_3y_pmimxmanpm"
2024-02-01,52.3,"markit_3y_pmimxmanpm"
2024-03-01,52.2,"markit_3y_pmimxmanpm"
2024-04-01,51,"markit_3y_pmimxmanpm"
2024-05-01,51.2,"markit_3y_pmimxmanpm"
2024-06-01,51.1,"markit_3y_pmimxmanpm"
2024-07-01,49.6,"markit_3y_pmimxmanpm"
2024-08-01,48.5,"markit_3y_pmimxmanpm"
2024-09-01,47.3,"markit_3y_pmimxmanpm"
2024-10-01,48.4,"markit_3y_pmimxmanpm"
2024-11-01,49.9,"markit_3y_pmimxmanpm"
2024-12-01,49.8,"markit_3y_pmimxmanpm"
2025-01-01,49.1,"markit_3y_pmimxmanpm"
2025-02-01,47.6,"markit_3y_pmimxmanpm"
2025-03-01,46.5,"markit_3y_pmimxmanpm"
2025-04-01,44.8,"markit_3y_pmimxmanpm"
2025-05-01,46.7,"markit_3y_pmimxmanpm"
2025-06-01,46.3,"markit_3y_pmimxmanpm"
2025-07-01,49.1,"markit_3y_pmimxmanpm"
2025-08-01,50.2,"markit_3y_pmimxmanpm"
2025-09-01,49.6,"markit_3y_pmimxmanpm"
2025-10-01,49.5,"markit_3y_pmimxmanpm"
