date,description,count,Macrobond_Code
2019-12-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),139948,CAFSTA@TRANSPRT
2019-12-11,Canada: Airport Passengers Screened: Eight Largest Airports (Number),131887,CA8STA@TRANSPRT
2019-12-11,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),146635,CAFSTA@TRANSPRT
2019-12-12,Canada: Airport Passengers Screened: Eight Largest Airports (Number),145070,CA8STA@TRANSPRT
2019-12-12,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),161985,CAFSTA@TRANSPRT
2019-12-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),156661,CA8STA@TRANSPRT
2019-12-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),174673,CAFSTA@TRANSPRT
2019-12-16,Canada: Airport Passengers Screened: Eight Largest Airports (Number),149725,CA8STA@TRANSPRT
2019-12-16,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),165901,CAFSTA@TRANSPRT
2019-12-17,Canada: Airport Passengers Screened: Eight Largest Airports (Number),155395,CA8STA@TRANSPRT
2019-12-17,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),171962,CAFSTA@TRANSPRT
2019-12-18,Canada: Airport Passengers Screened: Eight Largest Airports (Number),160896,CA8STA@TRANSPRT
2019-12-18,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),178653,CAFSTA@TRANSPRT
2019-12-19,Canada: Airport Passengers Screened: Eight Largest Airports (Number),173958,CA8STA@TRANSPRT
2019-12-19,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),193808,CAFSTA@TRANSPRT
2019-12-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),184599,CA8STA@TRANSPRT
2019-12-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),205306,CAFSTA@TRANSPRT
2019-12-23,Canada: Airport Passengers Screened: Eight Largest Airports (Number),165942,CA8STA@TRANSPRT
2019-12-23,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),185288,CAFSTA@TRANSPRT
2019-12-24,Canada: Airport Passengers Screened: Eight Largest Airports (Number),152965,CA8STA@TRANSPRT
2019-12-24,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),169582,CAFSTA@TRANSPRT
2019-12-25,Canada: Airport Passengers Screened: Eight Largest Airports (Number),144294,CA8STA@TRANSPRT
2019-12-25,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157699,CAFSTA@TRANSPRT
2019-12-26,Canada: Airport Passengers Screened: Eight Largest Airports (Number),166139,CA8STA@TRANSPRT
2019-12-26,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),186184,CAFSTA@TRANSPRT
2019-12-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),180519,CA8STA@TRANSPRT
2019-12-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),202217,CAFSTA@TRANSPRT
2019-12-30,Canada: Airport Passengers Screened: Eight Largest Airports (Number),161211,CA8STA@TRANSPRT
2019-12-30,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),180365,CAFSTA@TRANSPRT
2019-12-31,Canada: Airport Passengers Screened: Eight Largest Airports (Number),144203,CA8STA@TRANSPRT
2019-12-31,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),160252,CAFSTA@TRANSPRT
2020-01-01,Canada: Airport Passengers Screened: Eight Largest Airports (Number),154945,CA8STA@TRANSPRT
2020-01-01,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),172445,CAFSTA@TRANSPRT
2020-01-02,Canada: Airport Passengers Screened: Eight Largest Airports (Number),161841,CA8STA@TRANSPRT
2020-01-02,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),181429,CAFSTA@TRANSPRT
2020-01-03,Canada: Airport Passengers Screened: Eight Largest Airports (Number),168476,CA8STA@TRANSPRT
2020-01-03,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),187377,CAFSTA@TRANSPRT
2020-01-06,Canada: Airport Passengers Screened: Eight Largest Airports (Number),157641,CA8STA@TRANSPRT
2020-01-06,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),173503,CAFSTA@TRANSPRT
2020-01-07,Canada: Airport Passengers Screened: Eight Largest Airports (Number),139711,CA8STA@TRANSPRT
2020-01-07,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),155980,CAFSTA@TRANSPRT
2020-01-08,Canada: Airport Passengers Screened: Eight Largest Airports (Number),136000,CA8STA@TRANSPRT
2020-01-08,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),150524,CAFSTA@TRANSPRT
2020-01-09,Canada: Airport Passengers Screened: Eight Largest Airports (Number),140528,CA8STA@TRANSPRT
2020-01-09,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),155494,CAFSTA@TRANSPRT
2020-01-10,Canada: Airport Passengers Screened: Eight Largest Airports (Number),147064,CA8STA@TRANSPRT
2020-01-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),162765,CAFSTA@TRANSPRT
2020-01-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),139275,CA8STA@TRANSPRT
2020-01-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),154210,CAFSTA@TRANSPRT
2020-01-14,Canada: Airport Passengers Screened: Eight Largest Airports (Number),123221,CA8STA@TRANSPRT
2020-01-14,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),136831,CAFSTA@TRANSPRT
2020-01-15,Canada: Airport Passengers Screened: Eight Largest Airports (Number),132335,CA8STA@TRANSPRT
2020-01-15,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),146209,CAFSTA@TRANSPRT
2020-01-16,Canada: Airport Passengers Screened: Eight Largest Airports (Number),144061,CA8STA@TRANSPRT
2020-01-16,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),160996,CAFSTA@TRANSPRT
2020-01-17,Canada: Airport Passengers Screened: Eight Largest Airports (Number),150184,CA8STA@TRANSPRT
2020-01-17,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),165342,CAFSTA@TRANSPRT
2020-01-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),144580,CA8STA@TRANSPRT
2020-01-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158357,CAFSTA@TRANSPRT
2020-01-21,Canada: Airport Passengers Screened: Eight Largest Airports (Number),126921,CA8STA@TRANSPRT
2020-01-21,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),139460,CAFSTA@TRANSPRT
2020-01-22,Canada: Airport Passengers Screened: Eight Largest Airports (Number),132757,CA8STA@TRANSPRT
2020-01-22,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),147253,CAFSTA@TRANSPRT
2020-01-23,Canada: Airport Passengers Screened: Eight Largest Airports (Number),143840,CA8STA@TRANSPRT
2020-01-23,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),160772,CAFSTA@TRANSPRT
2020-01-24,Canada: Airport Passengers Screened: Eight Largest Airports (Number),151462,CA8STA@TRANSPRT
2020-01-24,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),167707,CAFSTA@TRANSPRT
2020-01-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),137477,CA8STA@TRANSPRT
2020-01-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),151999,CAFSTA@TRANSPRT
2020-01-28,Canada: Airport Passengers Screened: Eight Largest Airports (Number),125166,CA8STA@TRANSPRT
2020-01-28,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),138827,CAFSTA@TRANSPRT
2020-01-29,Canada: Airport Passengers Screened: Eight Largest Airports (Number),132883,CA8STA@TRANSPRT
2020-01-29,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),147571,CAFSTA@TRANSPRT
2020-01-30,Canada: Airport Passengers Screened: Eight Largest Airports (Number),145507,CA8STA@TRANSPRT
2020-01-30,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),162118,CAFSTA@TRANSPRT
2020-01-31,Canada: Airport Passengers Screened: Eight Largest Airports (Number),153131,CA8STA@TRANSPRT
2020-01-31,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),170335,CAFSTA@TRANSPRT
2020-02-03,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142300,CA8STA@TRANSPRT
2020-02-03,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157432,CAFSTA@TRANSPRT
2020-02-04,Canada: Airport Passengers Screened: Eight Largest Airports (Number),124174,CA8STA@TRANSPRT
2020-02-04,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),138115,CAFSTA@TRANSPRT
2020-02-05,Canada: Airport Passengers Screened: Eight Largest Airports (Number),132191,CA8STA@TRANSPRT
2020-02-05,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),146529,CAFSTA@TRANSPRT
2020-02-06,Canada: Airport Passengers Screened: Eight Largest Airports (Number),140746,CA8STA@TRANSPRT
2020-02-06,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),157339,CAFSTA@TRANSPRT
2020-02-07,Canada: Airport Passengers Screened: Eight Largest Airports (Number),146964,CA8STA@TRANSPRT
2020-02-07,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),162289,CAFSTA@TRANSPRT
2020-02-10,Canada: Airport Passengers Screened: Eight Largest Airports (Number),143688,CA8STA@TRANSPRT
2020-02-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158604,CAFSTA@TRANSPRT
2020-02-11,Canada: Airport Passengers Screened: Eight Largest Airports (Number),130894,CA8STA@TRANSPRT
2020-02-11,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),145226,CAFSTA@TRANSPRT
2020-02-12,Canada: Airport Passengers Screened: Eight Largest Airports (Number),143114,CA8STA@TRANSPRT
2020-02-12,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158486,CAFSTA@TRANSPRT
2020-02-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),157262,CA8STA@TRANSPRT
2020-02-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),175969,CAFSTA@TRANSPRT
2020-02-14,Canada: Airport Passengers Screened: Eight Largest Airports (Number),171166,CA8STA@TRANSPRT
2020-02-14,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),192461,CAFSTA@TRANSPRT
2020-02-17,Canada: Airport Passengers Screened: Eight Largest Airports (Number),155728,CA8STA@TRANSPRT
2020-02-17,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),174062,CAFSTA@TRANSPRT
2020-02-18,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142005,CA8STA@TRANSPRT
2020-02-18,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158455,CAFSTA@TRANSPRT
2020-02-19,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142817,CA8STA@TRANSPRT
2020-02-19,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),158627,CAFSTA@TRANSPRT
2020-02-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),151763,CA8STA@TRANSPRT
2020-02-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),169250,CAFSTA@TRANSPRT
2020-02-21,Canada: Airport Passengers Screened: Eight Largest Airports (Number),160487,CA8STA@TRANSPRT
2020-02-21,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),177611,CAFSTA@TRANSPRT
2020-02-24,Canada: Airport Passengers Screened: Eight Largest Airports (Number),149861,CA8STA@TRANSPRT
2020-02-24,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),166061,CAFSTA@TRANSPRT
2020-02-25,Canada: Airport Passengers Screened: Eight Largest Airports (Number),135548,CA8STA@TRANSPRT
2020-02-25,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),149788,CAFSTA@TRANSPRT
2020-02-26,Canada: Airport Passengers Screened: Eight Largest Airports (Number),139321,CA8STA@TRANSPRT
2020-02-26,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),153711,CAFSTA@TRANSPRT
2020-02-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),145417,CA8STA@TRANSPRT
2020-02-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),160956,CAFSTA@TRANSPRT
2020-02-28,Canada: Airport Passengers Screened: Eight Largest Airports (Number),171057,CA8STA@TRANSPRT
2020-02-28,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),188709,CAFSTA@TRANSPRT
2020-03-02,Canada: Airport Passengers Screened: Eight Largest Airports (Number),142440,CA8STA@TRANSPRT
2020-03-02,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),156687,CAFSTA@TRANSPRT
2020-03-03,Canada: Airport Passengers Screened: Eight Largest Airports (Number),124754,CA8STA@TRANSPRT
2020-03-03,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),138206,CAFSTA@TRANSPRT
2020-03-04,Canada: Airport Passengers Screened: Eight Largest Airports (Number),131309,CA8STA@TRANSPRT
2020-03-04,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),146311,CAFSTA@TRANSPRT
2020-03-05,Canada: Airport Passengers Screened: Eight Largest Airports (Number),135386,CA8STA@TRANSPRT
2020-03-05,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),151142,CAFSTA@TRANSPRT
2020-03-06,Canada: Airport Passengers Screened: Eight Largest Airports (Number),144218,CA8STA@TRANSPRT
2020-03-06,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),160036,CAFSTA@TRANSPRT
2020-03-09,Canada: Airport Passengers Screened: Eight Largest Airports (Number),124698,CA8STA@TRANSPRT
2020-03-09,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),139184,CAFSTA@TRANSPRT
2020-03-10,Canada: Airport Passengers Screened: Eight Largest Airports (Number),113982,CA8STA@TRANSPRT
2020-03-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),126397,CAFSTA@TRANSPRT
2020-03-11,Canada: Airport Passengers Screened: Eight Largest Airports (Number),121855,CA8STA@TRANSPRT
2020-03-11,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),135284,CAFSTA@TRANSPRT
2020-03-12,Canada: Airport Passengers Screened: Eight Largest Airports (Number),118461,CA8STA@TRANSPRT
2020-03-12,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),132456,CAFSTA@TRANSPRT
2020-03-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),102056,CA8STA@TRANSPRT
2020-03-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),112650,CAFSTA@TRANSPRT
2020-03-16,Canada: Airport Passengers Screened: Eight Largest Airports (Number),59447,CA8STA@TRANSPRT
2020-03-16,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),65581,CAFSTA@TRANSPRT
2020-03-17,Canada: Airport Passengers Screened: Eight Largest Airports (Number),49323,CA8STA@TRANSPRT
2020-03-17,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),54295,CAFSTA@TRANSPRT
2020-03-18,Canada: Airport Passengers Screened: Eight Largest Airports (Number),47446,CA8STA@TRANSPRT
2020-03-18,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),52446,CAFSTA@TRANSPRT
2020-03-19,Canada: Airport Passengers Screened: Eight Largest Airports (Number),38934,CA8STA@TRANSPRT
2020-03-19,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),42689,CAFSTA@TRANSPRT
2020-03-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),37982,CA8STA@TRANSPRT
2020-03-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),41813,CAFSTA@TRANSPRT
2020-03-23,Canada: Airport Passengers Screened: Eight Largest Airports (Number),22304,CA8STA@TRANSPRT
2020-03-23,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),24466,CAFSTA@TRANSPRT
2020-03-24,Canada: Airport Passengers Screened: Eight Largest Airports (Number),16782,CA8STA@TRANSPRT
2020-03-24,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),18338,CAFSTA@TRANSPRT
2020-03-25,Canada: Airport Passengers Screened: Eight Largest Airports (Number),17321,CA8STA@TRANSPRT
2020-03-25,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),18658,CAFSTA@TRANSPRT
2020-03-26,Canada: Airport Passengers Screened: Eight Largest Airports (Number),14442,CA8STA@TRANSPRT
2020-03-26,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),15491,CAFSTA@TRANSPRT
2020-03-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),12434,CA8STA@TRANSPRT
2020-03-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),13404,CAFSTA@TRANSPRT
2020-03-30,Canada: Airport Passengers Screened: Eight Largest Airports (Number),7132,CA8STA@TRANSPRT
2020-03-30,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),7755,CAFSTA@TRANSPRT
2020-03-31,Canada: Airport Passengers Screened: Eight Largest Airports (Number),7135,CA8STA@TRANSPRT
2020-03-31,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),7860,CAFSTA@TRANSPRT
2020-04-01,Canada: Airport Passengers Screened: Eight Largest Airports (Number),6624,CA8STA@TRANSPRT
2020-04-01,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),7318,CAFSTA@TRANSPRT
2020-04-02,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4943,CA8STA@TRANSPRT
2020-04-02,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5322,CAFSTA@TRANSPRT
2020-04-03,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5265,CA8STA@TRANSPRT
2020-04-03,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5819,CAFSTA@TRANSPRT
2020-04-06,Canada: Airport Passengers Screened: Eight Largest Airports (Number),3884,CA8STA@TRANSPRT
2020-04-06,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4389,CAFSTA@TRANSPRT
2020-04-07,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4316,CA8STA@TRANSPRT
2020-04-07,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4908,CAFSTA@TRANSPRT
2020-04-08,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4739,CA8STA@TRANSPRT
2020-04-08,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5217,CAFSTA@TRANSPRT
2020-04-09,Canada: Airport Passengers Screened: Eight Largest Airports (Number),3610,CA8STA@TRANSPRT
2020-04-09,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4028,CAFSTA@TRANSPRT
2020-04-10,Canada: Airport Passengers Screened: Eight Largest Airports (Number),3859,CA8STA@TRANSPRT
2020-04-10,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4272,CAFSTA@TRANSPRT
2020-04-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),3412,CA8STA@TRANSPRT
2020-04-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),3815,CAFSTA@TRANSPRT
2020-04-14,Canada: Airport Passengers Screened: Eight Largest Airports (Number),3706,CA8STA@TRANSPRT
2020-04-14,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4245,CAFSTA@TRANSPRT
2020-04-15,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4732,CA8STA@TRANSPRT
2020-04-15,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5239,CAFSTA@TRANSPRT
2020-04-16,Canada: Airport Passengers Screened: Eight Largest Airports (Number),3335,CA8STA@TRANSPRT
2020-04-16,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),3738,CAFSTA@TRANSPRT
2020-04-17,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4142,CA8STA@TRANSPRT
2020-04-17,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4613,CAFSTA@TRANSPRT
2020-04-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),3352,CA8STA@TRANSPRT
2020-04-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),3762,CAFSTA@TRANSPRT
2020-04-21,Canada: Airport Passengers Screened: Eight Largest Airports (Number),3813,CA8STA@TRANSPRT
2020-04-21,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4360,CAFSTA@TRANSPRT
2020-04-22,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5718,CA8STA@TRANSPRT
2020-04-22,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6234,CAFSTA@TRANSPRT
2020-04-23,Canada: Airport Passengers Screened: Eight Largest Airports (Number),3379,CA8STA@TRANSPRT
2020-04-23,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),3813,CAFSTA@TRANSPRT
2020-04-24,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4115,CA8STA@TRANSPRT
2020-04-24,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4531,CAFSTA@TRANSPRT
2020-04-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4057,CA8STA@TRANSPRT
2020-04-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4612,CAFSTA@TRANSPRT
2020-04-28,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4218,CA8STA@TRANSPRT
2020-04-28,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),4757,CAFSTA@TRANSPRT
2020-04-29,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5638,CA8STA@TRANSPRT
2020-04-29,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6276,CAFSTA@TRANSPRT
2020-04-30,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5022,CA8STA@TRANSPRT
2020-04-30,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5607,CAFSTA@TRANSPRT
2020-05-01,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5798,CA8STA@TRANSPRT
2020-05-01,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6431,CAFSTA@TRANSPRT
2020-05-04,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4567,CA8STA@TRANSPRT
2020-05-04,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5232,CAFSTA@TRANSPRT
2020-05-05,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4670,CA8STA@TRANSPRT
2020-05-05,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5242,CAFSTA@TRANSPRT
2020-05-06,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5428,CA8STA@TRANSPRT
2020-05-06,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6016,CAFSTA@TRANSPRT
2020-05-07,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4525,CA8STA@TRANSPRT
2020-05-07,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5123,CAFSTA@TRANSPRT
2020-05-08,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5092,CA8STA@TRANSPRT
2020-05-08,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5675,CAFSTA@TRANSPRT
2020-05-11,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5147,CA8STA@TRANSPRT
2020-05-11,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5684,CAFSTA@TRANSPRT
2020-05-12,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4853,CA8STA@TRANSPRT
2020-05-12,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5441,CAFSTA@TRANSPRT
2020-05-13,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5600,CA8STA@TRANSPRT
2020-05-13,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6294,CAFSTA@TRANSPRT
2020-05-14,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5264,CA8STA@TRANSPRT
2020-05-14,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5876,CAFSTA@TRANSPRT
2020-05-15,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5605,CA8STA@TRANSPRT
2020-05-15,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6275,CAFSTA@TRANSPRT
2020-05-18,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5281,CA8STA@TRANSPRT
2020-05-18,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6055,CAFSTA@TRANSPRT
2020-05-19,Canada: Airport Passengers Screened: Eight Largest Airports (Number),4850,CA8STA@TRANSPRT
2020-05-19,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5525,CAFSTA@TRANSPRT
2020-05-20,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5941,CA8STA@TRANSPRT
2020-05-20,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6596,CAFSTA@TRANSPRT
2020-05-21,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5317,CA8STA@TRANSPRT
2020-05-21,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),5940,CAFSTA@TRANSPRT
2020-05-22,Canada: Airport Passengers Screened: Eight Largest Airports (Number),6428,CA8STA@TRANSPRT
2020-05-22,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),7165,CAFSTA@TRANSPRT
2020-05-25,Canada: Airport Passengers Screened: Eight Largest Airports (Number),6117,CA8STA@TRANSPRT
2020-05-25,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6934,CAFSTA@TRANSPRT
2020-05-26,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5354,CA8STA@TRANSPRT
2020-05-26,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6047,CAFSTA@TRANSPRT
2020-05-27,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5491,CA8STA@TRANSPRT
2020-05-27,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6337,CAFSTA@TRANSPRT
2020-05-28,Canada: Airport Passengers Screened: Eight Largest Airports (Number),5718,CA8STA@TRANSPRT
2020-05-28,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),6454,CAFSTA@TRANSPRT
2020-05-29,Canada: Airport Passengers Screened: Eight Largest Airports (Number),6530,CA8STA@TRANSPRT
2020-05-29,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),7382,CAFSTA@TRANSPRT
2020-06-01,Canada: Airport Passengers Screened: Eight Largest Airports (Number),8322,CA8STA@TRANSPRT
2020-06-01,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),9450,CAFSTA@TRANSPRT
2020-06-02,Canada: Airport Passengers Screened: Eight Largest Airports (Number),8114,CA8STA@TRANSPRT
2020-06-02,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),9108,CAFSTA@TRANSPRT
2020-06-03,Canada: Airport Passengers Screened: Eight Largest Airports (Number),8104,CA8STA@TRANSPRT
2020-06-03,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),8993,CAFSTA@TRANSPRT
2020-06-04,Canada: Airport Passengers Screened: Eight Largest Airports (Number),8328,CA8STA@TRANSPRT
2020-06-04,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),9216,CAFSTA@TRANSPRT
2020-06-05,Canada: Airport Passengers Screened: Eight Largest Airports (Number),8710,CA8STA@TRANSPRT
2020-06-05,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),9791,CAFSTA@TRANSPRT
2020-06-08,Canada: Airport Passengers Screened: Eight Largest Airports (Number),8790,CA8STA@TRANSPRT
2020-06-08,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),9859,CAFSTA@TRANSPRT
2020-06-09,Canada: Airport Passengers Screened: Eight Largest Airports (Number),8004,CA8STA@TRANSPRT
2020-06-09,Canada: Airport Passengers Screened: Seventeen Largest Airports (Number),8954,CAFSTA@TRANSPRT
